,date,low,volume,volumeNotional,tradesDone,open,high,close
18,2021-01-19,35847.655750388316,109345.86549973999,3925086320.964193,2103435.0,36628.35118082742,37865.834898689885,35896.065233244015
19,2021-01-2,33715.543941884986,69507.14806230999,2466899854.561459,1224772.0,35906.671173776296,36416.62374947394,35491.31166121211
20,2021-01-21,30069.125700141765,211275.55738387,6518670584.14392,3467196.0,35480.67013135105,35608.97019112121,30853.879477880353
21,2021-01-22,28832.022921062813,209447.02806443998,6904508843.788389,3197034.0,30855.745452500356,33837.01323764858,32965.4180705973
22,2021-01-23,31400.330765635495,88716.86815029,2846587491.403194,1847619.0,32962.30278977184,33469.978815988616,32086.20356819808
23,2021-01-24,30914.20304092819,78335.65949922,2527866986.1064663,1632627.0,32085.45620756084,33081.71661368076,32269.684103848474
24,2021-01-25,31916.439257961447,122068.9489448,3937720422.9107985,2259571.0,32271.196794697848,34883.09624828807,32258.166036077277
25,2021-01-26,30838.054747456685,118219.75924879001,3839830287.5788374,2176470.0,32255.248233471513,32933.40068640954,32480.444148917843
26,2021-01-27,29219.76907217423,158896.29457576,4827447776.002401,2467406.0,32483.249863998368,32569.09079562231,30381.122410005148
27,2021-01-28,29863.16699237479,138972.85802560003,4641698485.559596,2294321.0,30382.704006818676,33842.59225372229,33400.03617616149
28,2021-01-29,31936.177165183944,339650.13924925996,11633633778.149183,5049214.0,33396.58894629618,38582.162469690724,34251.815129130795
29,2021-01-3,32835.653239962674,115470.18460708999,3958164107.493821,2417465.0,34252.06035833121,34927.59555496699,34278.667873981954
30,2021-01-31,32187.761320304442,93694.04291790999,3100996137.545991,1946716.0,34276.95651441699,34354.81082441659,33097.046951671495
31,2021-02-01,32301.80572348774,111093.35953670001,3724932785.88654,2027007.0,33103.32538458958,34719.08015783865,33529.751925955556
32,2021-02-02,33431.650467973115,91302.42402097001,3227813091.9878225,1637420.0,33524.95298954898,35776.542168169326,35352.9835226113
33,2021-02-03,35907.55294937623,69617.30395928999,2620768760.852687,1212840.0,36089.57434107691,37686.36696933172,37645.36418108392
34,2021-02-04,36163.505213511155,131376.35674568,4853959993.811379,2530560.0,37639.601375997816,38725.50715915251,36946.98280610518
35,2021-02-05,36576.52254461153,89796.99621083,3438609266.1582828,2090717.0,36945.35672125523,38323.93180034818,38293.143548865926
36,2021-02-06,38222.16562749634,137305.76453216,5383354562.514591,2577141.0,38295.01451133831,40973.19167500212,39207.054276688374
37,2021-02-07,37354.76125145591,113308.70629805,4397818909.524331,2259134.0,39200.78756089094,39708.848273313866,38812.71839743894
38,2021-02-08,38007.389625898664,129656.40034133999,5911722022.291388,1998185.0,38833.819157811515,45956.221153384155,45595.296543231874
39,2021-02-09,44981.521363046166,148518.18704893,6898921990.079577,3150069.0,46214.30290525131,48174.879675745266,46451.69811968345
40,2021-02-1,43726.679739352716,134015.23645725,6006372323.395098,3196318.0,46444.155674899484,47324.234124070324,44818.57796304447
41,2021-02-11,43778.86558594422,129610.5838233599,6218227565.345594,2991116.0,44822.41162771954,48675.37486748144,47976.23297353649
42,2021-02-12,46114.644782268035,123952.46891023,5866409811.942011,2796272.0,47976.32726356232,48980.787655285996,47327.89805252396
43,2021-02-13,46216.479983738835,75255.33743074999,3549733774.130973,2026270.0,47321.95060128278,48162.78960577086,47169.19617027085
44,2021-02-14,47029.61575531022,97184.430477,4722700943.212229,2271613.0,47172.29231428518,49705.72967190151,48595.24226290465
45,2021-02-15,45633.032849974974,110302.09137306958,5285383996.374038,2615813.0,48597.911919850456,49020.516303662196,47917.35071003805
46,2021-02-16,47001.244854785255,128470.91669526,6313847689.717783,2652154.0,47918.135719553386,50658.81475359607,49146.12468045646
47,2021-02-17,48949.52655630277,123757.49019168,6451558662.909785,2806433.0,49139.29733456631,52624.62042124405,52130.652075420905
48,2021-02-18,50891.123099446835,84192.12515544,4341214492.073753,2091431.0,52127.48988398185,52535.881294984705,51563.189360748074
49,2021-02-19,50715.561408269095,122095.06645173,6827604037.853876,2774036.0,51564.593045540525,56368.72926229829,55920.39249639258
50,2021-02-2,53906.241754362985,115044.80940571999,6425463907.843693,3011440.0,55917.201611220466,57652.27024962946,55851.83669767739
51,2021-02-21,55426.265542948175,80106.00046842,4600009738.20268,2262387.0,55851.42689975265,58356.674987951956,57424.03454552859
52,2021-02-22,49454.83560179015,183408.53693054,9920143911.754892,3766372.0,57428.86951892697,57521.75010423949,54087.6890344086
53,2021-02-23,45060.47309716909,229112.82421032002,11202026401.83155,4322975.0,54078.09768148669,54173.20465379633,48893.05712345618
54,2021-02-24,46985.47494625412,136071.95824349002,6761982391.2653675,2876362.0,48892.47398805042,51382.853990613614,49694.165341291955
55,2021-02-25,46686.829475232706,124189.64340554998,5846611104.353021,2749787.0,49693.72347751468,52068.92634587606,47078.08915482994
56,2021-02-26,44101.60636918502,170559.03320203,7895972160.355789,3234299.0,47081.56428611665,48436.05410105212,46294.658289970954
57,2021-02-27,45010.53118391259,92096.04856267,4248503094.0629373,2222784.0,46284.902938505984,48388.87720634672,46131.22018119913
58,2021-02-28,43020.789318410716,123050.43537280001,5558553857.209003,2549195.0,46127.40215091923,46649.244800709894,45172.971882370985
59,2021-03-01,44981.74180721893,122510.10977186,6076217528.75239,2554545.0,45167.02762040243,49796.07642021119,49597.68251018308
60,2021-03-02,47063.38310285849,92092.73188517998,4463067349.474966,2168733.0,49601.930705116385,50206.15866506886,48462.753336924136
61,2021-03-03,48119.1457931256,113579.83608458,5719472026.226092,2478605.0,48454.849026892916,52639.50951657021,50356.40324367917
62,2021-03-04,47508.86804380139,118281.57231882,5721735359.274504,2694326.0,50358.96863387364,51779.06031860465,48373.85272366816
63,2021-03-05,46290.9167237814,115282.71162765,5621407410.269324,2475143.0,48374.58151928493,49464.267970550376,48761.929095021886
64,2021-03-06,47076.653229260715,61784.26847803,3020378128.3228745,1684032.0,48756.08606396924,49205.8236999387,48885.87665963703
65,2021-03-07,48888.71633779129,76113.65692229,3879832515.865906,1927573.0,48888.718550456746,51451.432340009895,50974.196652081904
66,2021-03-08,49292.025479767115,93986.99932988,4923503128.589845,2203120.0,50970.65766015577,52410.9462081372,52384.93795624969
67,2021-03-09,51850.46432513977,104763.5931621126,5751160954.879614,2482683.0,52414.413135886745,54909.33380845786,54896.56073537102
68,2021-03-1,53017.22863781658,141484.3349510696,7905629348.82969,3042669.0,54888.9523478021,57395.50057176255,55876.35798382727
69,2021-03-11,54286.43071792417,133676.8766530039,7723895735.64647,2879358.0,55868.12548835613,58152.997268254294,57780.342636939546
70,2021-03-12,55008.65270328155,122255.6888629914,6996701597.081863,2840991.0,57810.55966586346,58087.9392325057,57230.069718251514
71,2021-03-13,56086.890295598525,139258.14634047952,8520674703.34387,2978318.0,57229.740770850796,61816.17001942082,61186.18498993393
72,2021-03-14,58971.71803836874,88503.9270978341,5220366726.489775,2184123.0,61187.57791453719,61712.57180118624,58984.577268747315
73,2021-03-15,54540.77223602825,168048.96037595533,9347131570.864405,3397163.0,58980.60283552132,60624.518385491654,55621.47810943438
74,2021-03-16,53268.29113751878,130744.98857526288,7440465343.47843,2889917.0,55617.131382022206,56942.393156734135,56908.22588733757
75,2021-03-17,54117.55931934347,121436.474800902,7154174871.184373,2733745.0,56910.08323843766,58993.802464187786,58912.89979319487
76,2021-03-18,57016.70263260344,106057.1025141143,6113899006.638412,2465519.0,58940.38775048145,60124.65767580528,57647.2377776374
77,2021-03-19,56272.999365924705,86369.9221402055,5012785688.99033,2285121.0,57621.82961169155,59466.56066732399,58038.55746046644
78,2021-03-2,57827.165136637166,71331.43817216261,4144651348.55861,1964468.0,58026.57077411839,59895.2345854486,58104.13269048706
79,2021-03-21,55494.37174387893,79255.56514346041,4545693502.657529,2081997.0,58100.230708095914,58595.666609514694,57354.88094027686
80,2021-03-22,53675.44200981457,99433.21171575678,5378502033.944984,2412483.0,57359.64064167812,58442.97113400467,54091.60522059929
81,2021-03-23,52982.75771133149,97441.1924961535,5296552367.597519,2283035.0,54095.26488863893,55837.060433654064,54356.399300086574
82,2021-03-24,51680.41860243234,123090.8424541414,6437752300.347738,2747701.0,54342.5661551572,57205.37288342102,52300.82248195012
83,2021-03-25,50323.7891499519,138988.9032654669,7131281028.759132,2788826.0,52295.76902555534,53568.81761384216,51308.276137257395
84,2021-03-26,51234.49059202021,102340.79943796828,5631927754.564561,2184741.0,51305.55362421163,55073.16897502428,55031.10964047369
85,2021-03-27,53964.99048870914,79896.1880155662,4460439416.375369,1802834.0,55038.212816421845,56685.10641623624,55827.93781733792
86,2021-03-28,54715.67906037649,79443.1289639922,4430998189.337208,1726217.0,55821.95121012348,56552.74079158845,55775.72594535606
87,2021-03-29,54837.107391645346,115641.34656685469,6664629193.368582,2269636.0,55777.81770280552,58408.40183123969,57631.88851762134
88,2021-03-3,57063.718749260384,94629.7640657092,5559535813.37828,1944460.0,57632.80840473562,59389.15157854694,58750.39284170505
89,2021-03-31,56851.460798969136,101413.8588617972,5959009256.618268,2264717.0,58755.897983270006,59803.71260229942,58759.318731170366
90,2021-04-01,57940.13824826524,79578.0834275918,4673176854.164953,1889691.0,58752.330773327594,59484.546778134216,58724.42075608773
91,2021-04-02,58424.77727957175,77996.8792749826,4598539234.343834,1887012.0,58713.493714375094,60162.77450135995,58957.99007715953
92,2021-04-03,56896.46074763154,75232.26925191199,4292989692.0888753,1724609.0,58956.42570219011,59791.57350471902,57063.14238261225
93,2021-04-04,56412.455128633206,68168.65040183751,3967708426.590313,1617868.0,56982.08254462118,58480.78213475074,58204.29777033347
94,2021-04-05,56794.87188549395,79885.10504480431,4719859728.231325,2081361.0,58215.85858065755,59274.201265203585,59083.10098089184
95,2021-04-06,57438.76715548015,77280.9300549254,4481741252.57754,1972269.0,59139.72619799908,59487.84912821032,57992.84829248639
96,2021-04-07,55472.792705624124,98963.168419222,5536801762.685822,2333758.0,57995.96142695848,58649.796342850845,55948.105250946945
97,2021-04-08,55702.92448653429,69934.663819311,4061906221.444456,1832742.0,55949.211510696834,58150.43324554466,58081.44344468623
98,2021-04-09,57664.27244845794,67479.224025039,3922556469.6967297,1817163.0,58082.24331045177,58889.80113453798,58129.83961168872
99,2021-04-1,57897.2624654535,93766.0341243992,5604925940.243836,2459151.0,58137.20401889094,61119.83490427757,59775.65322649557
100,2021-04-11,59224.00194085017,66991.96167871679,4019752870.858295,1901761.0,59792.050184743006,60695.98577552627,60003.510423182044
101,2021-04-12,59366.50053757225,80663.7687570266,4828386431.056039,1949092.0,60025.59836181621,61283.742008169145,59858.18051224441
102,2021-04-13,59810.15386081287,102012.1892214057,6485447249.151479,2366496.0,59856.57197257769,63679.4137422997,63575.218791506995
103,2021-04-14,61299.012492672075,98552.2376214077,6204615883.337486,2215895.0,63578.754959181366,64857.56602484064,62957.63579892283
104,2021-04-15,62017.49163451338,74833.0206929716,4727629715.721371,2072249.0,62993.41998779141,63802.185923041594,63175.71670824448
105,2021-04-16,60151.77422635478,99044.51828435599,6077417893.328684,2329690.0,63182.86543742724,63542.30492392433,61360.46697587511
106,2021-04-17,59611.537682912916,76115.104198435,4567758199.903404,2301456.0,61352.23616473142,62514.96547575152,60011.19289011394
107,2021-04-18,51750.78365593973,136393.2102555401,7663957556.253798,2942539.0,60022.279753692346,60430.4502144453,56190.169157943834
108,2021-04-19,54432.7200612099,94390.84076034819,5252653262.975799,2369274.0,56177.629001845344,57539.79378051017,55647.9126646612
109,2021-04-2,53509.950653091626,90603.2256360995,5114492892.489699,2240045.0,55650.96168271988,57073.14879159766,56449.34666047813
110,2021-04-21,53182.49300781357,84780.7083807812,4560947597.050365,2154351.0,56441.7386874562,56770.478400197746,53796.99797465102
111,2021-04-22,50489.27492841663,105849.1494634447,5472955873.856844,2251462.0,53792.19796146249,55395.84400213894,51705.241861645234
112,2021-04-23,47191.373559855965,123897.9809182374,6334865043.366128,2402360.0,51681.74671820885,52126.38212071763,51129.68747688168
113,2021-04-24,48690.708093283596,77485.33646259,3879424878.044273,1525524.0,51129.00211827546,51184.38886373208,50066.568142441545
114,2021-04-25,47416.4756602675,81107.70767718769,3981065402.2682724,1733267.0,50078.658877455266,50750.705155462296,49083.6878057643
115,2021-04-26,48767.78115596612,106882.4253881358,5774196956.241873,2222766.0,49086.18809817688,54368.66783319513,54023.82042953548
116,2021-04-27,53258.462556775914,79338.3784875503,4365901041.991761,1794571.0,54012.02554674263,55472.95458541225,55028.866548827355
117,2021-04-28,53852.12845310393,76799.0106066215,4212851802.244021,1913770.0,55031.79851378646,56427.987427408865,54855.54786406057
118,2021-04-29,52348.40197904231,80509.60761461,4312239315.943839,1960814.0,54862.041545516986,55200.367653077796,53561.797699797775
119,2021-04-3,53034.23202518543,87996.6372438519,5078650413.98497,2242964.0,53562.83948444965,57972.76015745893,57714.14196103047
120,2021-05-01,56982.594623775614,60548.0566213138,3500254747.290568,1959384.0,57714.88868130235,58465.02710349018,57809.53085219959
121,2021-05-02,56045.29119520259,52097.3917117366,2948291970.532014,1565419.0,57808.347308283504,57915.03879972696,56591.93049136503
122,2021-05-03,56453.445425654216,81938.1140755568,4685195492.423427,2218816.0,56595.037585113474,58979.806339385075,57179.684268826495
123,2021-05-04,53057.88223281408,87093.0463528606,4640191711.857211,2125841.0,57172.66348620396,57204.70411472626,53278.55559280023
124,2021-05-05,53471.83267901227,84334.8400441682,4846612057.943872,2201137.0,53756.0162525547,57828.44596850042,57468.68145366238
125,2021-05-06,55299.42358161311,74982.6871272893,4229911443.3522224,2100633.0,57466.225103758086,58284.27597846904,56411.841258390734
126,2021-05-07,55319.04655970484,85274.0371793173,4889329457.290976,2293680.0,56411.475332366,58667.352277845755,57336.671500723234
127,2021-05-08,56956.436250286075,26691.699194790002,1573229013.337044,712002.0,57369.30591296169,59524.5923086342,58940.7591422327
128,2021-05-09,56605.72748288362,77980.13414082,4543654323.146083,2047436.0,58893.56736037912,59291.91839608716,58266.81850714632
129,2021-05-1,54697.020491402305,91072.50889772,5094531829.753374,2138713.0,58270.23057186804,59543.480886107245,55939.29377167861
130,2021-05-11,54375.7872232962,26353.64431291003,1495411968.9299884,683602.0,55856.77318140928,56934.170697049885,56744.02944709326
131,2021-05-12,51495.28433581468,76195.197734701,3961535215.7635474,1764094.0,56708.93675617043,57987.40473972468,51991.92775320243
132,2021-05-13,46764.39947161421,89204.7711868976,4433078952.437437,1782087.0,49961.289226080866,51262.007158797336,49695.53638727978
133,2021-05-14,48822.301280685664,85666.5400005882,4271688618.077605,2003271.0,49681.094507677786,51476.925032983694,49864.14320046397
134,2021-05-15,46576.23850530605,86790.0976311715,4071456968.2228465,2134361.0,49868.80915607749,50712.822290615695,46911.5380596201
135,2021-05-16,43831.55480695012,118822.9232218115,5520165854.288228,2464161.0,47432.237551213744,49810.34610363925,46457.07835333687
136,2021-05-17,42000.68066054836,251594.4150431419,10952897369.642117,4223726.0,46452.68631041962,46691.81446400226,43533.944772835996
137,2021-05-18,42258.7991094836,159242.4920985167,6824570499.608257,3154074.0,43563.465679095716,45809.055422479134,42856.466321728876
138,2021-05-19,30417.1537185149,315634.8228301441,11565539152.761292,4761976.0,42867.55171788122,43588.19398454327,36642.15199406302
139,2021-05-2,35051.379057107544,213655.98495215003,8663746507.699013,4028760.0,36682.234253937306,42470.384110645464,40549.98276617118
140,2021-05-21,33830.75785271543,206934.09241640999,7716681868.895485,3636477.0,40550.9929991438,42205.69357887327,37290.52945692166
141,2021-05-22,35273.22012825054,177548.21314026002,6651653657.1948,3371955.0,37292.12021147354,38851.390130095584,37463.92903396954
142,2021-05-23,31514.42227124199,220157.29015228388,7633682342.463936,3796065.0,37477.23794525991,38294.816149772196,34673.76591156114
143,2021-05-24,34155.046090160584,213364.1161097468,8282452986.648909,3909427.0,34700.06821714808,39803.67712516303,38818.39710286014
144,2021-05-25,36443.112864295974,145620.4704405299,5582783752.017282,2940567.0,38825.74838642389,39684.14807898734,38337.90493279062
145,2021-05-26,37804.48512497666,144531.8891858854,5673854675.535139,2912817.0,38337.06221870677,40855.05174100417,39256.766845674305
146,2021-05-27,37148.61893095324,113082.5291287785,4357655022.407146,2368649.0,39256.19263157351,40428.6317754488,38535.17476112198
147,2021-05-28,34693.69958478118,120072.4968623575,4283082154.9261026,2099194.0,38537.63297737569,38736.74701125007,35670.80111472922
148,2021-05-29,33634.631251279876,130679.30852345549,4521981092.217215,2373562.0,35663.779866656914,37330.84416372994,34603.65028948381
149,2021-05-3,33386.31083369347,87967.5357887899,3135322281.0473,1722990.0,34606.50293620421,36483.837737836315,35641.81095825181
150,2021-05-31,34158.956993455286,111524.9659930019,4155536601.4350324,2007814.0,35642.37835050432,37502.0669741381,37261.04343036329
151,2021-06-01,35669.05707222874,101133.528994083,3710626424.3959007,1983337.0,37259.63078937048,37890.24379225161,36690.36828145291
152,2021-06-02,35921.139887449586,89514.66654107331,3363204047.9490843,1805340.0,36691.60515604351,38226.792653667835,37571.54193727457
153,2021-06-03,37172.45044945414,100096.86261522441,3928276101.952759,2050204.0,37571.597777332,39478.48023413198,39244.7475307311
154,2021-06-04,35615.21919339762,105099.4805396341,3871441219.8992743,2035163.0,39245.37563376724,39287.487437238204,36835.96912202924
155,2021-06-05,34806.97580463292,84774.66181991971,3011223881.5769877,1624958.0,36836.72417107867,37924.39453658819,35520.329033850925
156,2021-06-06,35227.94194525549,64871.6686358223,2322146401.7852354,1222358.0,35522.43664478708,36479.14382690511,35796.00233225603
157,2021-06-07,33333.75374240814,99952.6995413697,3354324331.2166095,1711930.0,35798.407094418006,36868.33826709122,33559.1169283855
158,2021-06-08,31007.389941334703,159927.58983785048,5339858905.125477,2352241.0,33561.10854437456,34066.74346926383,33389.228903777795
159,2021-06-09,32410.175615170134,182345.5510997629,6817381901.788798,2718805.0,33390.14371602984,37534.53223302142,37387.1578476787
160,2021-06-1,35788.618289871934,138320.38350126252,5073155706.808303,2315348.0,37390.3677465155,38349.97737908997,36676.84818674608
161,2021-06-11,35938.74361639134,102924.34682542278,3842512591.208403,1927247.0,36681.09532435025,37680.175852342276,37333.368728838854
162,2021-06-12,34609.47865521402,109907.5394182692,3906974762.0053883,1812714.0,37333.4378446313,37461.072572828016,35547.83213858355
163,2021-06-13,34765.68578804489,110337.3462263777,4305029414.193162,1860508.0,35549.17337582947,39382.10190526444,39016.97441010217
164,2021-06-14,38733.411402085425,140487.0506972219,5692571086.0562725,2277973.0,39018.74378001338,41059.69529432299,40520.25476942297
165,2021-06-15,39502.01930473274,95337.39264284339,3827652303.1764417,1796380.0,40519.88276236205,41326.05994900985,40148.489454874645
166,2021-06-16,38113.26549550309,111715.81806586351,4284120421.8073626,2106088.0,40146.87384865088,40517.30952602883,38348.378018246294
167,2021-06-17,37366.960570170515,102373.1256022346,3899619211.8083954,1766522.0,38349.21603712708,39557.84111319064,38092.21598801389
168,2021-06-18,35134.97086517579,130159.3637850465,4662969949.620007,2013285.0,38093.48753362549,38203.651364605794,35825.08252975739
169,2021-06-19,34812.61610560014,100615.9086909366,3571298008.181223,1520023.0,35827.0086625495,36455.75807379708,35494.36718949916
170,2021-06-2,33350.610712764064,119863.55659474261,4267402055.687486,1866217.0,35495.98371189792,36050.87694755429,35602.164468684394
171,2021-06-21,31266.63726895634,188048.8162795079,5948576166.577242,2609011.0,35603.68823537707,35757.30836228279,31633.148691218168
172,2021-06-22,28914.57755199019,202059.5397886558,6571747835.564681,2702915.0,31626.305919620063,33318.344215793004,32523.818684524384
173,2021-06-23,31823.127125446572,151343.2084265881,5097183696.943419,2127185.0,32518.052783077143,34810.35936822369,33679.632868467335
174,2021-06-24,32292.42246333858,112736.07526371442,3907679469.7471733,1727202.0,33678.680753149856,35296.68718673244,34662.1918547923
175,2021-06-25,31276.733095550917,177665.1133387076,5611774563.446368,2382572.0,34666.13588730094,35491.500937082565,31586.249309102488
176,2021-06-26,30147.99877943614,146876.156332113,4742973921.132798,2091816.0,31579.567131144006,32717.772512384174,32292.334164900767
177,2021-06-27,31996.3005575847,141680.1724565346,4917111737.029583,1949261.0,32294.698365148237,34757.52626551292,34705.71535715825
178,2021-06-28,33865.902753390896,104455.7860619514,3603149051.631187,1837882.0,34705.70115225457,35228.45342060229,34494.48984562909
179,2021-06-29,34227.91638068698,114534.8602171945,4107829610.74298,1787541.0,34494.86038308687,36613.59050156982,35865.32172784102
180,2021-06-3,34035.30704721946,100718.46592305621,3529977331.435563,1454474.0,35887.11133953929,36098.58793297941,35047.96562461829
181,2021-07-01,32710.813870036312,90160.7382974139,3025357787.311409,1430347.0,35049.38573881319,35062.07364146212,33555.15764890521
182,2021-07-02,32700.360514801912,68886.9177758705,2327850455.4282317,1239497.0,33502.079029268556,33976.17641867516,33792.34447681478
183,2021-07-03,33319.57657593067,53715.7317627858,1862421624.9557993,1122628.0,33791.01542390886,34946.26266744731,34671.80961399623
184,2021-07-04,34363.161845721865,52919.9779528077,1867333810.9850156,1149048.0,34672.5500158922,35964.944836954775,35285.98996489082
185,2021-07-05,33128.386866001056,81390.21186601711,2741996129.6768303,1246993.0,35286.967530253794,35292.28784963835,33689.50721237399
186,2021-07-06,33504.682268310775,77728.7054467119,2660272038.0330725,1334096.0,33689.06946214054,35124.805378305806,34225.091267689546
187,2021-07-07,33779.586978837826,69050.46291457821,2338494507.8797865,1199791.0,34222.69903489567,35063.90162691116,33866.45663437072
188,2021-07-08,32183.886962573364,95992.7636712453,3155581984.268959,1418746.0,33869.047405249796,33932.06583116795,32873.12359373414
189,2021-07-09,32258.819064902702,64368.985769337,2176449288.850197,1295145.0,32872.770648395825,34096.37366274228,33812.079883461156
190,2021-07-1,33009.39237744663,48149.5585789734,1613262717.9014745,964479.0,33810.538960434365,34259.63788294004,33505.244191500766
191,2021-07-11,33312.24213951838,42086.7836714685,1441799463.4856105,973773.0,33505.44246860562,34650.3744367393,34257.772576312025
192,2021-07-12,32652.760711132236,69098.4991640762,2286268439.3846483,1239315.0,34258.08917307651,34673.927705216025,33087.09258584392
193,2021-07-13,32201.298207626744,57060.882490501695,1867604199.4350433,1082460.0,33085.31892869111,33339.27723574688,32730.026559717564
194,2021-07-14,31563.226910257705,62660.862910558906,2056503885.454777,1200891.0,32729.98837142859,33116.30832132812,32819.5908886572
195,2021-07-15,31124.475997856618,71985.9179676779,2294733712.06388,1292922.0,32819.4592000385,33187.147246684006,31877.53628555836
196,2021-07-16,31023.552945278774,66425.344977616,2085007830.034289,1194193.0,31875.88833273846,32252.50151995519,31388.73920394233
197,2021-07-17,31177.611653940163,55098.0234259017,1737320923.5174475,1023498.0,31395.607624513086,31965.812121754705,31531.456402494634
198,2021-07-18,31111.636541711698,53630.285896947105,1704864075.942671,883836.0,31530.238020252287,32440.600602378698,31789.203570882328
199,2021-07-19,30427.509763003654,71945.0799058408,2218887764.0141907,1069987.0,31787.630131965863,31902.126249697143,30841.410794430878
200,2021-07-2,29287.38094540911,85267.43455882462,2540397867.6311545,1307474.0,30842.414797458452,31062.093967034714,29793.29542134372
201,2021-07-21,29489.730104676713,97473.11860132612,3133093614.3409767,1462782.0,29793.40368592501,32687.683717900876,32143.155562259308
202,2021-07-22,31713.787335093522,61324.3569612898,1980202369.9654431,1094550.0,32146.12276513091,32596.03335105921,32290.634065929466
203,2021-07-23,31943.43152790537,65201.821985440896,2193202163.9472375,1347474.0,32289.514564157784,33649.589514431595,33637.13002432607
204,2021-07-24,33406.527067173934,61972.8507054518,2123420502.8331041,1247458.0,33637.12107465969,34505.744899530706,34263.72159198262
205,2021-07-25,33859.94221336975,62852.669612954094,2224470176.675965,1282427.0,34268.34072696883,35409.94855568905,35391.81693274483
206,2021-07-26,35220.814632712616,175457.9124307793,6536244578.638973,2885540.0,35396.12412878051,40465.02286936611,37252.492566943176
207,2021-07-27,36391.84286958519,123507.1821220975,4874374800.291968,2046231.0,37247.56869175773,39545.74361712995,39466.32670700258
208,2021-07-28,38781.335006672714,135290.6232815513,5414633469.35935,2630744.0,39463.53125207274,40880.784311737174,40022.237595069964
209,2021-07-29,39211.83588651135,71698.81634786041,2869479108.912995,1507188.0,40022.00400660968,40639.46490524953,40021.289821454964
210,2021-07-3,38322.304650180224,88855.4862285121,3751949348.388964,1706741.0,40024.110293770886,42259.08943467586,42225.297588715825
211,2021-07-31,41016.59972126827,60315.8900798395,2500891257.8834333,1548571.0,42220.47948517879,42282.073916846675,41463.223946012076
212,2021-08-01,39632.216054793666,71024.36229776913,2830733777.5275435,1614603.0,41465.76402658505,42591.45576728783,39855.81406081075
213,2021-08-02,38691.17435888131,70829.5117710083,2772873779.1617327,1355623.0,39854.43900851813,40472.836974798134,39148.56547545364
214,2021-08-03,37637.92661114934,76836.7879106623,2935428798.835839,1474427.0,39148.227945156155,39781.45396270763,38203.42935533491
215,2021-08-04,37508.52237696475,71133.9179596687,2825718353.7704463,1335270.0,38202.8687768492,39968.27703531007,39723.92404102588
216,2021-08-05,37457.594741085784,110758.619018801,4526832500.460288,1980104.0,39723.6400266609,41375.83860709024,40871.15332931218
217,2021-08-06,39863.27856908116,93700.07626580131,4014414165.9468856,2053071.0,40870.42618483125,43391.46825068296,42843.232641125054
218,2021-08-07,42530.04960906919,88406.8836925757,3945644461.241722,2028590.0,42846.2618783505,44711.43256553935,44630.51174795648
219,2021-08-08,43242.54148897447,93108.57335539232,4078362664.245177,1928650.0,44521.61547476807,45316.68085745374,43802.22483571091
220,2021-08-09,42790.810698962676,94315.91812614081,4363479701.309037,1955662.0,43801.683989500845,46462.3937456103,46264.50961833606
